ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Armenian_List-2_all-1-1,Armenian_List-2_all-1,---,all_d,false,expert,dunn2021,,,
Afrikaans-2_all-1-1,Afrikaans-2_all-1,---,all_a,false,expert,dunn2021,,,
Ancient_Greek-2_all-1-1,Ancient_Greek-2_all-1,---,all_l,false,expert,dunn2021,,,
Vlach-2_all-1-1,Vlach-2_all-1,---,all_c,false,expert,dunn2021,,,
Albanian_T-2_all-1-1,Albanian_T-2_all-1,---,all_b,false,expert,dunn2021,,,
Assamese-2_all-1-1,Assamese-2_all-1,---,all_0,false,expert,dunn2021,,,
Avestan-2_all-1-1,Avestan-2_all-1,---,all_h,false,expert,dunn2021,,,
Baluchi-2_all-1-1,Baluchi-2_all-1,---,all_e,false,expert,dunn2021,,,
Baluchi-2_all-2-1,Baluchi-2_all-2,---,all_f,false,expert,dunn2021,,,
Baluchi-2_all-3-1,Baluchi-2_all-3,---,all_r,false,expert,dunn2021,,,
Baluchi-2_all-4-1,Baluchi-2_all-4,---,all_s,false,expert,dunn2021,,,
Byelorussian-2_all-1-1,Byelorussian-2_all-1,---,all_h,false,expert,dunn2021,,,
Bengali-2_all-1-1,Bengali-2_all-1,---,all_f,false,expert,dunn2021,,,
Bihari-2_all-1-1,Bihari-2_all-1,---,all_f,false,expert,dunn2021,,,
Breton_ST-2_all-1-1,Breton_ST-2_all-1,---,all_g,false,expert,dunn2021,,,
Bulgarian-2_all-1-1,Bulgarian-2_all-1,---,all_h,false,expert,dunn2021,,,
Sardinian_C-2_all-1-1,Sardinian_C-2_all-1,---,all_c,false,expert,dunn2021,,,
Catalan-2_all-1-1,Catalan-2_all-1,---,all_c,false,expert,dunn2021,,,
Classical_Armenian-2_all-1-1,Classical_Armenian-2_all-1,---,all_0,false,expert,dunn2021,,,
Cornish-2_all-1-1,Cornish-2_all-1,---,all_g,false,expert,dunn2021,,,
Czech-2_all-1-1,Czech-2_all-1,---,all_h,false,expert,dunn2021,,,
Danish-2_all-1-1,Danish-2_all-1,---,all_a,false,expert,dunn2021,,,
Digor_Ossetic-2_all-1-1,Digor_Ossetic-2_all-1,---,all_j,false,expert,dunn2021,,,
Dutch_List-2_all-1-1,Dutch_List-2_all-1,---,all_a,false,expert,dunn2021,,,
Armenian_Mod-2_all-1-1,Armenian_Mod-2_all-1,---,all_0,false,expert,dunn2021,,,
Armenian_Mod-2_all-2-1,Armenian_Mod-2_all-2,---,all_d,false,expert,dunn2021,,,
English-2_all-1-1,English-2_all-1,---,all_a,false,expert,dunn2021,,,
Faroese-2_all-1-1,Faroese-2_all-1,---,all_a,false,expert,dunn2021,,,
Flemish-2_all-1-1,Flemish-2_all-1,---,all_a,false,expert,dunn2021,,,
French-2_all-1-1,French-2_all-1,---,all_c,false,expert,dunn2021,,,
Frisian-2_all-1-1,Frisian-2_all-1,---,all_a,false,expert,dunn2021,,,
Friulian-2_all-1-1,Friulian-2_all-1,---,all_c,false,expert,dunn2021,,,
German-2_all-1-1,German-2_all-1,---,all_a,false,expert,dunn2021,,,
Gothic-2_all-1-1,Gothic-2_all-1,---,all_a,false,expert,dunn2021,,,
Gujarati-2_all-1-1,Gujarati-2_all-1,---,all_0,false,expert,dunn2021,,,
Hindi-2_all-1-1,Hindi-2_all-1,---,all_f,false,expert,dunn2021,,,
Hittite-2_all-1-1,Hittite-2_all-1,---,all_m,false,expert,dunn2021,,,
Icelandic_ST-2_all-1-1,Icelandic_ST-2_all-1,---,all_a,false,expert,dunn2021,,,
Irish_B-2_all-1-1,Irish_B-2_all-1,---,all_g,false,expert,dunn2021,,,
Italian-2_all-1-1,Italian-2_all-1,---,all_c,false,expert,dunn2021,,,
Kashmiri-2_all-1-1,Kashmiri-2_all-1,---,all_e,false,expert,dunn2021,,,
Kurdish-2_all-1-1,Kurdish-2_all-1,---,all_i,false,expert,dunn2021,,,
Kurdish-2_all-2-1,Kurdish-2_all-2,---,all_s,false,expert,dunn2021,,,
Kurdish-2_all-3-1,Kurdish-2_all-3,---,all_t,false,expert,dunn2021,,,
Ladin-2_all-1-1,Ladin-2_all-1,---,all_c,false,expert,dunn2021,,,
Lahnda-2_all-1-1,Lahnda-2_all-1,---,all_f,false,expert,dunn2021,,,
Latin-2_all-1-1,Latin-2_all-1,---,all_c,false,expert,dunn2021,,,
Latin-2_all-2-1,Latin-2_all-2,---,all_m,false,expert,dunn2021,,,
Latvian-2_all-1-1,Latvian-2_all-1,---,all_h,false,expert,dunn2021,,,
Lithuanian_ST-2_all-1-1,Lithuanian_ST-2_all-1,---,all_h,false,expert,dunn2021,,,
Lower_Sorbian-2_all-1-1,Lower_Sorbian-2_all-1,---,all_h,false,expert,dunn2021,,,
Luxembourgish-2_all-1-1,Luxembourgish-2_all-1,---,all_a,false,expert,dunn2021,,,
Macedonian-2_all-1-1,Macedonian-2_all-1,---,all_0,false,expert,dunn2021,,,
Macedonian-2_all-2-1,Macedonian-2_all-2,---,all_h,false,expert,dunn2021,,,
Marathi-2_all-1-1,Marathi-2_all-1,---,all_f,false,expert,dunn2021,,,
Marwari-2_all-1-1,Marwari-2_all-1,---,all_f,false,expert,dunn2021,,,
Greek_Mod-2_all-1-1,Greek_Mod-2_all-1,---,all_g,false,expert,dunn2021,,,
Nepali-2_all-1-1,Nepali-2_all-1,---,all_f,false,expert,dunn2021,,,
Norwegian-2_all-1-1,Norwegian-2_all-1,---,all_a,false,expert,dunn2021,,,
Sardinian_N-2_all-1-1,Sardinian_N-2_all-1,---,all_c,false,expert,dunn2021,,,
Old_Church_Slavonic-2_all-1-1,Old_Church_Slavonic-2_all-1,---,all_h,false,expert,dunn2021,,,
Old_English-2_all-1-1,Old_English-2_all-1,---,all_a,false,expert,dunn2021,,,
Old_High_German-2_all-1-1,Old_High_German-2_all-1,---,all_a,false,expert,dunn2021,,,
Old_Irish-2_all-1-1,Old_Irish-2_all-1,---,all_g,false,expert,dunn2021,,,
Old_Prussian-2_all-1-1,Old_Prussian-2_all-1,---,all_h,false,expert,dunn2021,,,
Old_Norse-2_all-1-1,Old_Norse-2_all-1,---,all_a,false,expert,dunn2021,,,
Oriya-2_all-1-1,Oriya-2_all-1,---,all_f,false,expert,dunn2021,,,
Panjabi_ST-2_all-1-1,Panjabi_ST-2_all-1,---,all_f,false,expert,dunn2021,,,
Pashto-2_all-1-1,Pashto-2_all-1,---,all_w,false,expert,dunn2021,,,
Persian-2_all-1-1,Persian-2_all-1,---,all_i,false,expert,dunn2021,,,
Polish-2_all-1-1,Polish-2_all-1,---,all_0,false,expert,dunn2021,,,
Polish-2_all-2-1,Polish-2_all-2,---,all_h,false,expert,dunn2021,,,
Portuguese_ST-2_all-1-1,Portuguese_ST-2_all-1,---,all_c,false,expert,dunn2021,,,
Provencal-2_all-1-1,Provencal-2_all-1,---,all_c,false,expert,dunn2021,,,
Gypsy_Gk-2_all-1-1,Gypsy_Gk-2_all-1,---,all_f,false,expert,dunn2021,,,
Rumanian_List-2_all-1-1,Rumanian_List-2_all-1,---,all_c,false,expert,dunn2021,,,
Romansh-2_all-1-1,Romansh-2_all-1,---,all_c,false,expert,dunn2021,,,
Russian-2_all-1-1,Russian-2_all-1,---,all_h,false,expert,dunn2021,,,
Sariqoli-2_all-1-1,Sariqoli-2_all-1,---,all_y,false,expert,dunn2021,,,
Scots_Gaelic-2_all-1-1,Scots_Gaelic-2_all-1,---,all_g,false,expert,dunn2021,,,
Serbian-2_all-1-1,Serbian-2_all-1,---,all_h,false,expert,dunn2021,,,
Shughni-2_all-1-1,Shughni-2_all-1,---,all_x,false,expert,dunn2021,,,
Sindhi-2_all-1-1,Sindhi-2_all-1,---,all_0,false,expert,dunn2021,,,
Sindhi-2_all-2-1,Sindhi-2_all-2,---,all_f,false,expert,dunn2021,,,
Singhalese-2_all-1-1,Singhalese-2_all-1,---,all_0,false,expert,dunn2021,,,
Slovak-2_all-1-1,Slovak-2_all-1,---,all_h,false,expert,dunn2021,,,
Slovenian-2_all-1-1,Slovenian-2_all-1,---,all_0,false,expert,dunn2021,,,
Slovenian-2_all-2-1,Slovenian-2_all-2,---,all_h,false,expert,dunn2021,,,
Sogdian-2_all-1-1,Sogdian-2_all-1,---,all_o,false,expert,dunn2021,,,
Spanish-2_all-1-1,Spanish-2_all-1,---,all_c,false,expert,dunn2021,,,
Swedish-2_all-1-1,Swedish-2_all-1,---,all_a,false,expert,dunn2021,,,
Schwyzerdutsch-2_all-1-1,Schwyzerdutsch-2_all-1,---,all_a,false,expert,dunn2021,,,
Tadzik-2_all-1-1,Tadzik-2_all-1,---,all_i,false,expert,dunn2021,,,
Tadzik-2_all-2-1,Tadzik-2_all-2,---,all_q,false,expert,dunn2021,,,
Tocharian_A-2_all-1-1,Tocharian_A-2_all-1,---,all_g,false,expert,dunn2021,,,
Tocharian_A-2_all-2-1,Tocharian_A-2_all-2,---,all_l,false,expert,dunn2021,,,
Tocharian_B-2_all-1-1,Tocharian_B-2_all-1,---,all_g,false,expert,dunn2021,,,
Tocharian_B-2_all-2-1,Tocharian_B-2_all-2,---,all_l,false,expert,dunn2021,,,
Albanian_Standard-2_all-1-1,Albanian_Standard-2_all-1,---,all_b,false,expert,dunn2021,,,
Ukrainian-2_all-1-1,Ukrainian-2_all-1,---,all_h,false,expert,dunn2021,,,
Upper_Sorbian-2_all-1-1,Upper_Sorbian-2_all-1,---,all_h,false,expert,dunn2021,,,
Urdu-2_all-1-1,Urdu-2_all-1,---,all_f,false,expert,dunn2021,,,
Vedic_Sanskrit-2_all-1-1,Vedic_Sanskrit-2_all-1,---,all_h,false,expert,dunn2021,,,
Wakhi-2_all-1-1,Wakhi-2_all-1,---,all_p,false,expert,dunn2021,,,
Walloon-2_all-1-1,Walloon-2_all-1,---,all_c,false,expert,dunn2021,,,
Waziri-2_all-1-1,Waziri-2_all-1,---,all_i,false,expert,dunn2021,,,
Waziri-2_all-2-1,Waziri-2_all-2,---,all_v,false,expert,dunn2021,,,
Welsh_N-2_all-1-1,Welsh_N-2_all-1,---,all_0,false,expert,dunn2021,,,
Welsh_N-2_all-2-1,Welsh_N-2_all-2,---,all_k,false,expert,dunn2021,,,
Zazaki-2_all-1-1,Zazaki-2_all-1,---,all_i,false,expert,dunn2021,,,
Zazaki-2_all-2-1,Zazaki-2_all-2,---,all_u,false,expert,dunn2021,,,
Armenian_List-3_and-1-1,Armenian_List-3_and-1,---,and_d,false,expert,dunn2021,,,
Afrikaans-3_and-1-1,Afrikaans-3_and-1,---,and_b,false,expert,dunn2021,,,
Ancient_Greek-3_and-1-1,Ancient_Greek-3_and-1,---,and_j,false,expert,dunn2021,,,
Ancient_Greek-3_and-2-1,Ancient_Greek-3_and-2,---,and_o,false,expert,dunn2021,,,
Vlach-3_and-1-1,Vlach-3_and-1,---,and_0,false,expert,dunn2021,,,
Albanian_T-3_and-1-1,Albanian_T-3_and-1,---,and_c,false,expert,dunn2021,,,
Assamese-3_and-1-1,Assamese-3_and-1,---,and_0,false,expert,dunn2021,,,
Assamese-3_and-2-1,Assamese-3_and-2,---,and_a,false,expert,dunn2021,,,
Avestan-3_and-1-1,Avestan-3_and-1,---,and_o,false,expert,dunn2021,,,
Baluchi-3_and-1-1,Baluchi-3_and-1,---,and_e,false,expert,dunn2021,,,
Byelorussian-3_and-1-1,Byelorussian-3_and-1,---,and_h,false,expert,dunn2021,,,
Bengali-3_and-1-1,Bengali-3_and-1,---,and_a,false,expert,dunn2021,,,
Bengali-3_and-2-1,Bengali-3_and-2,---,and_p,false,expert,dunn2021,,,
Bihari-3_and-1-1,Bihari-3_and-1,---,and_a,false,expert,dunn2021,,,
Bihari-3_and-2-1,Bihari-3_and-2,---,and_l,false,expert,dunn2021,,,
Bihari-3_and-3-1,Bihari-3_and-3,---,and_p,false,expert,dunn2021,,,
Breton_ST-3_and-1-1,Breton_ST-3_and-1,---,and_g,false,expert,dunn2021,,,
Bulgarian-3_and-1-1,Bulgarian-3_and-1,---,and_h,false,expert,dunn2021,,,
Sardinian_C-3_and-1-1,Sardinian_C-3_and-1,---,and_f,false,expert,dunn2021,,,
Catalan-3_and-1-1,Catalan-3_and-1,---,and_f,false,expert,dunn2021,,,
Classical_Armenian-3_and-1-1,Classical_Armenian-3_and-1,---,and_d,false,expert,dunn2021,,,
Cornish-3_and-1-1,Cornish-3_and-1,---,and_g,false,expert,dunn2021,,,
Czech-3_and-1-1,Czech-3_and-1,---,and_h,false,expert,dunn2021,,,
Danish-3_and-1-1,Danish-3_and-1,---,and_i,false,expert,dunn2021,,,
Digor_Ossetic-3_and-1-1,Digor_Ossetic-3_and-1,---,and_q,false,expert,dunn2021,,,
Dutch_List-3_and-1-1,Dutch_List-3_and-1,---,and_b,false,expert,dunn2021,,,
Armenian_Mod-3_and-1-1,Armenian_Mod-3_and-1,---,and_0,false,expert,dunn2021,,,
Armenian_Mod-3_and-2-1,Armenian_Mod-3_and-2,---,and_d,false,expert,dunn2021,,,
English-3_and-1-1,English-3_and-1,---,and_b,false,expert,dunn2021,,,
Faroese-3_and-1-1,Faroese-3_and-1,---,and_i,false,expert,dunn2021,,,
Flemish-3_and-1-1,Flemish-3_and-1,---,and_b,false,expert,dunn2021,,,
French-3_and-1-1,French-3_and-1,---,and_f,false,expert,dunn2021,,,
Frisian-3_and-1-1,Frisian-3_and-1,---,and_b,false,expert,dunn2021,,,
Friulian-3_and-1-1,Friulian-3_and-1,---,and_f,false,expert,dunn2021,,,
German-3_and-1-1,German-3_and-1,---,and_b,false,expert,dunn2021,,,
Gothic-3_and-1-1,Gothic-3_and-1,---,and_0,false,expert,dunn2021,,,
Gujarati-3_and-1-1,Gujarati-3_and-1,---,and_k,false,expert,dunn2021,,,
Gujarati-3_and-2-1,Gujarati-3_and-2,---,and_l,false,expert,dunn2021,,,
Hindi-3_and-1-1,Hindi-3_and-1,---,and_a,false,expert,dunn2021,,,
Hittite-3_and-1-1,Hittite-3_and-1,---,and_r,false,expert,dunn2021,,,
Icelandic_ST-3_and-1-1,Icelandic_ST-3_and-1,---,and_i,false,expert,dunn2021,,,
Irish_B-3_and-1-1,Irish_B-3_and-1,---,and_g,false,expert,dunn2021,,,
Italian-3_and-1-1,Italian-3_and-1,---,and_f,false,expert,dunn2021,,,
Kashmiri-3_and-1-1,Kashmiri-3_and-1,---,and_l,false,expert,dunn2021,,,
Ladin-3_and-1-1,Ladin-3_and-1,---,and_f,false,expert,dunn2021,,,
Lahnda-3_and-1-1,Lahnda-3_and-1,---,and_l,false,expert,dunn2021,,,
Latin-3_and-1-1,Latin-3_and-1,---,and_f,false,expert,dunn2021,,,
Latvian-3_and-1-1,Latvian-3_and-1,---,and_n,false,expert,dunn2021,,,
Lithuanian_ST-3_and-1-1,Lithuanian_ST-3_and-1,---,and_m,false,expert,dunn2021,,,
Lower_Sorbian-3_and-1-1,Lower_Sorbian-3_and-1,---,and_h,false,expert,dunn2021,,,
Luxembourgish-3_and-1-1,Luxembourgish-3_and-1,---,and_b,false,expert,dunn2021,,,
Macedonian-3_and-1-1,Macedonian-3_and-1,---,and_0,false,expert,dunn2021,,,
Macedonian-3_and-2-1,Macedonian-3_and-2,---,and_h,false,expert,dunn2021,,,
Marathi-3_and-1-1,Marathi-3_and-1,---,and_k,false,expert,dunn2021,,,
Marwari-3_and-1-1,Marwari-3_and-1,---,and_0,false,expert,dunn2021,,,
Marwari-3_and-2-1,Marwari-3_and-2,---,and_a,false,expert,dunn2021,,,
Greek_Mod-3_and-1-1,Greek_Mod-3_and-1,---,and_j,false,expert,dunn2021,,,
Nepali-3_and-1-1,Nepali-3_and-1,---,and_a,false,expert,dunn2021,,,
Norwegian-3_and-1-1,Norwegian-3_and-1,---,and_i,false,expert,dunn2021,,,
Sardinian_N-3_and-1-1,Sardinian_N-3_and-1,---,and_f,false,expert,dunn2021,,,
Old_Church_Slavonic-3_and-1-1,Old_Church_Slavonic-3_and-1,---,and_h,false,expert,dunn2021,,,
