ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Adapazar-2_all-1,,Adapazar,2_all,---,---,,,dunn2021,all_d,,,
Afrikaans-2_all-1,,Afrikaans,2_all,---,---,,,dunn2021,all_a,,,
Ancient_Greek-2_all-1,,Ancient_Greek,2_all,---,---,,,dunn2021,all_l,,,
Arumanian-2_all-1,,Arumanian,2_all,---,---,,,dunn2021,all_c,,,
Arvanitika-2_all-1,,Arvanitika,2_all,---,---,,,dunn2021,all_b,,,
Assamese-2_all-1,,Assamese,2_all,---,---,,,dunn2021,all_0,,,
Avestan-2_all-1,,Avestan,2_all,---,---,,,dunn2021,all_h,,,
Baluchi-2_all-1,,Baluchi,2_all,---,---,,,dunn2021,all_e,,,
Baluchi-2_all-2,,Baluchi,2_all,---,---,,,dunn2021,all_f,,,
Baluchi-2_all-3,,Baluchi,2_all,---,---,,,dunn2021,all_r,,,
Baluchi-2_all-4,,Baluchi,2_all,---,---,,,dunn2021,all_s,,,
Belarusian-2_all-1,,Belarusian,2_all,---,---,,,dunn2021,all_h,,,
Bengali-2_all-1,,Bengali,2_all,---,---,,,dunn2021,all_f,,,
Bihari-2_all-1,,Bihari,2_all,---,---,,,dunn2021,all_f,,,
Breton-2_all-1,,Breton,2_all,---,---,,,dunn2021,all_g,,,
Bulgarian-2_all-1,,Bulgarian,2_all,---,---,,,dunn2021,all_h,,,
Cagliari-2_all-1,,Cagliari,2_all,---,---,,,dunn2021,all_c,,,
Catalan-2_all-1,,Catalan,2_all,---,---,,,dunn2021,all_c,,,
Classical_Armenian-2_all-1,,Classical_Armenian,2_all,---,---,,,dunn2021,all_0,,,
Cornish-2_all-1,,Cornish,2_all,---,---,,,dunn2021,all_g,,,
Czech-2_all-1,,Czech,2_all,---,---,,,dunn2021,all_h,,,
Danish-2_all-1,,Danish,2_all,---,---,,,dunn2021,all_a,,,
Digor_Ossetic-2_all-1,,Digor_Ossetic,2_all,---,---,,,dunn2021,all_j,,,
Dutch-2_all-1,,Dutch,2_all,---,---,,,dunn2021,all_a,,,
Eastern_Armenian-2_all-1,,Eastern_Armenian,2_all,---,---,,,dunn2021,all_0,,,
Eastern_Armenian-2_all-2,,Eastern_Armenian,2_all,---,---,,,dunn2021,all_d,,,
English-2_all-1,,English,2_all,---,---,,,dunn2021,all_a,,,
Faroese-2_all-1,,Faroese,2_all,---,---,,,dunn2021,all_a,,,
Flemish-2_all-1,,Flemish,2_all,---,---,,,dunn2021,all_a,,,
French-2_all-1,,French,2_all,---,---,,,dunn2021,all_c,,,
Frisian-2_all-1,,Frisian,2_all,---,---,,,dunn2021,all_a,,,
Friulian-2_all-1,,Friulian,2_all,---,---,,,dunn2021,all_c,,,
German-2_all-1,,German,2_all,---,---,,,dunn2021,all_a,,,
Gothic-2_all-1,,Gothic,2_all,---,---,,,dunn2021,all_a,,,
Gujarati-2_all-1,,Gujarati,2_all,---,---,,,dunn2021,all_0,,,
Hindi-2_all-1,,Hindi,2_all,---,---,,,dunn2021,all_f,,,
Hittite-2_all-1,,Hittite,2_all,---,---,,,dunn2021,all_m,,,
Icelandic-2_all-1,,Icelandic,2_all,---,---,,,dunn2021,all_a,,,
Irish-2_all-1,,Irish,2_all,---,---,,,dunn2021,all_g,,,
Italian-2_all-1,,Italian,2_all,---,---,,,dunn2021,all_c,,,
Kashmiri-2_all-1,,Kashmiri,2_all,---,---,,,dunn2021,all_e,,,
Kurdish-2_all-1,,Kurdish,2_all,---,---,,,dunn2021,all_i,,,
Kurdish-2_all-2,,Kurdish,2_all,---,---,,,dunn2021,all_s,,,
Kurdish-2_all-3,,Kurdish,2_all,---,---,,,dunn2021,all_t,,,
Ladin-2_all-1,,Ladin,2_all,---,---,,,dunn2021,all_c,,,
Lahnda-2_all-1,,Lahnda,2_all,---,---,,,dunn2021,all_f,,,
Latin-2_all-1,,Latin,2_all,---,---,,,dunn2021,all_c,,,
Latin-2_all-2,,Latin,2_all,---,---,,,dunn2021,all_m,,,
